ts,model,in_tokens,out_tokens,in_cost,out_cost,cost_usd,latency_ms,time_to_first_token,tag
2026-04-25 11:30:24,gpt-5-nano,23,634,1.15e-06,0.00025360000000000004,0.00025475000000000004,7.572824709000997,7.572824709000997,gpt-5-nano
2026-04-25 11:30:29,gpt-5-nano,23,394,1.15e-06,0.0001576,0.00015875,4.435130500001833,3.66500212502433,gpt-5-nano
2026-04-25 11:30:35,gpt-5-nano,23,517,1.15e-06,0.0002068,0.00020795,6.120550624968018,6.120550624968018,gpt-5-nano
2026-04-25 11:30:39,gpt-5-nano,23,390,1.15e-06,0.00015600000000000002,0.00015715000000000003,4.256711333990097,3.5501899590017274,gpt-5-nano
2026-04-25 11:30:45,gpt-5-nano,23,514,1.15e-06,0.0002056,0.00020675,5.8424807919654995,5.8424807919654995,gpt-5-nano
2026-04-25 11:30:49,gpt-5-nano,23,464,1.15e-06,0.0001856,0.00018675,4.463451958959922,3.8443516669794917,gpt-5-nano
2026-04-25 11:30:55,gpt-5-nano,23,323,1.15e-06,0.00012920000000000002,0.00013035000000000002,5.559880208980758,5.559880208980758,gpt-5-nano
2026-04-25 11:30:59,gpt-5-nano,23,333,1.15e-06,0.0001332,0.00013435,4.1718345420085825,3.482079708017409,gpt-5-nano
2026-04-25 11:31:06,gpt-5-nano,23,536,1.15e-06,0.0002144,0.00021555,6.4233629170339555,6.4233629170339555,gpt-5-nano
2026-04-25 11:31:09,gpt-5-nano,23,321,1.15e-06,0.0001284,0.00012955,3.936209790990688,3.3154375000158325,gpt-5-nano
2026-04-25 11:31:16,gpt-5-nano,23,580,1.15e-06,0.00023200000000000003,0.00023315000000000003,6.698192915995605,6.698192915995605,gpt-5-nano
2026-04-25 11:31:20,gpt-5-nano,23,324,1.15e-06,0.0001296,0.00013075,3.375344000000041,2.880078084010165,gpt-5-nano
2026-04-25 11:31:24,gpt-5-nano,23,324,1.15e-06,0.0001296,0.00013075,4.716456583002582,4.716456583002582,gpt-5-nano
2026-04-25 11:31:27,gpt-5-nano,23,330,1.15e-06,0.000132,0.00013315,3.1289973750244826,2.5790639169863425,gpt-5-nano
2026-04-25 12:00:20,gpt-5-mini,23,351,6.44e-06,0.0007019999999999999,0.00070844,6.809762542019598,6.809762542019598,gpt-5-mini
2026-04-25 12:00:25,gpt-5-mini,23,281,6.44e-06,0.000562,0.00056844,4.8718600000138395,3.654196958988905,gpt-5-mini
2026-04-25 12:00:30,gpt-5-mini,23,215,6.44e-06,0.00043,0.00043644,4.910160667030141,4.910160667030141,gpt-5-mini
2026-04-25 12:00:34,gpt-5-mini,23,212,6.44e-06,0.000424,0.00043044000000000003,3.901994832966011,2.8046084999805316,gpt-5-mini
2026-04-25 12:00:38,gpt-5-mini,23,210,6.44e-06,0.00041999999999999996,0.00042644,4.521248625009321,4.521248625009321,gpt-5-mini
2026-04-25 12:00:42,gpt-5-mini,23,215,6.44e-06,0.00043,0.00043644,4.262803916994017,3.0956697500078008,gpt-5-mini
2026-04-25 12:00:47,gpt-5-mini,23,208,6.44e-06,0.000416,0.00042244,4.944079499982763,4.944079499982763,gpt-5-mini
2026-04-25 12:00:51,gpt-5-mini,23,151,6.44e-06,0.00030199999999999997,0.00030844,3.4844009579974227,2.414863291021902,gpt-5-mini
2026-04-25 12:00:57,gpt-5-mini,23,271,6.44e-06,0.000542,0.00054844,5.72666320897406,5.72666320897406,gpt-5-mini
2026-04-25 12:01:00,gpt-5-mini,23,210,6.44e-06,0.00041999999999999996,0.00042644,3.546094707970042,2.507392790983431,gpt-5-mini
2026-04-25 12:01:05,gpt-5-mini,23,209,6.44e-06,0.00041799999999999997,0.00042444,5.060394708008971,5.060394708008971,gpt-5-mini
2026-04-25 12:01:10,gpt-5-mini,23,209,6.44e-06,0.00041799999999999997,0.00042444,4.392312583047897,3.19901383301476,gpt-5-mini
2026-04-25 12:01:16,gpt-5-mini,23,291,6.44e-06,0.0005819999999999999,0.00058844,6.580487207975239,6.580487207975239,gpt-5-mini
2026-04-25 12:01:22,gpt-5-mini,23,344,6.44e-06,0.0006879999999999999,0.0006944399999999999,5.909119666030165,4.799213332997169,gpt-5-mini
2026-04-25 12:01:28,gpt-5-mini,23,213,6.44e-06,0.000426,0.00043244,5.405025374959223,5.405025374959223,gpt-5-mini
2026-04-25 12:01:32,gpt-5-mini,23,213,6.44e-06,0.000426,0.00043244,4.065317167027388,2.9284943750244565,gpt-5-mini
2026-04-25 12:01:36,gpt-5-mini,23,201,6.44e-06,0.00040199999999999996,0.00040844,4.780492125020828,4.780492125020828,gpt-5-mini
2026-04-25 12:01:43,gpt-5-mini,23,354,6.44e-06,0.000708,0.00071444,6.495366540970281,5.086540249991231,gpt-5-mini
2026-04-25 12:01:49,gpt-5-mini,23,300,6.44e-06,0.0006,0.00060644,6.525569541030563,6.525569541030563,gpt-5-mini
2026-04-25 12:01:54,gpt-5-mini,23,210,6.44e-06,0.00041999999999999996,0.00042644,4.248225832998287,3.2047741670394316,gpt-5-mini
2026-04-25 12:01:59,gpt-5-mini,23,218,6.44e-06,0.00043599999999999997,0.00044244,5.556299415999092,5.556299415999092,gpt-5-mini
2026-04-25 12:02:04,gpt-5-mini,23,275,6.44e-06,0.0005499999999999999,0.00055644,4.355466041015461,3.073951957980171,gpt-5-mini
2026-04-25 12:02:09,gpt-5-mini,23,276,6.44e-06,0.000552,0.00055844,4.97146154200891,4.97146154200891,gpt-5-mini
2026-04-25 12:02:13,gpt-5-mini,23,279,6.44e-06,0.000558,0.00056444,4.326199709030334,3.319547083985526,gpt-5-mini
2026-04-25 12:02:18,gpt-5-mini,23,217,6.44e-06,0.000434,0.00044044,4.875341417035088,4.875341417035088,gpt-5-mini
2026-04-25 12:02:24,gpt-5-mini,23,348,6.44e-06,0.000696,0.00070244,6.575986833020579,4.021857291983906,gpt-5-mini
2026-04-25 12:02:32,gpt-5-mini,23,275,6.44e-06,0.0005499999999999999,0.00055644,7.971653125016019,7.971653125016019,gpt-5-mini
2026-04-25 12:02:37,gpt-5-mini,23,292,6.44e-06,0.000584,0.00059044,4.896634667005856,3.669716000033077,gpt-5-mini
2026-04-25 12:02:44,gpt-5-mini,23,283,6.44e-06,0.000566,0.00057244,7.17037258297205,7.17037258297205,gpt-5-mini
2026-04-25 12:02:49,gpt-5-mini,23,213,6.44e-06,0.000426,0.00043244,4.474884875002317,3.217446334019769,gpt-5-mini
2026-04-25 12:02:53,gpt-5-mini,23,212,6.44e-06,0.000424,0.00043044000000000003,4.605036250024568,4.605036250024568,gpt-5-mini
2026-04-25 12:02:58,gpt-5-mini,23,204,6.44e-06,0.000408,0.00041444,4.565159083984327,3.6948461669962853,gpt-5-mini
2026-04-25 12:03:03,gpt-5-mini,23,206,6.44e-06,0.000412,0.00041844,4.958337041025516,4.958337041025516,gpt-5-mini
2026-04-25 12:03:08,gpt-5-mini,23,273,6.44e-06,0.0005459999999999999,0.00055244,5.506071874988265,4.119500792003237,gpt-5-mini
2026-04-25 12:03:14,gpt-5-mini,23,277,6.44e-06,0.000554,0.00056044,5.8075922089628875,5.8075922089628875,gpt-5-mini
2026-04-25 12:03:20,gpt-5-mini,23,219,6.44e-06,0.00043799999999999997,0.00044444,5.6360263749957085,3.9449550840072334,gpt-5-mini
2026-04-25 12:03:26,gpt-5-mini,23,276,6.44e-06,0.000552,0.00055844,6.3790405839681625,6.3790405839681625,gpt-5-mini
2026-04-25 12:03:31,gpt-5-mini,23,211,6.44e-06,0.00042199999999999996,0.00042844,4.266084041970316,3.365929000021424,gpt-5-mini
2026-04-25 12:03:37,gpt-5-mini,23,341,6.44e-06,0.000682,0.00068844,6.826123957987875,6.826123957987875,gpt-5-mini
2026-04-25 12:03:41,gpt-5-mini,23,279,6.44e-06,0.000558,0.00056444,4.0996017919969745,3.1446109589887783,gpt-5-mini
2026-04-25 12:03:47,gpt-5-mini,23,284,6.44e-06,0.0005679999999999999,0.00057444,5.842808375018649,5.842808375018649,gpt-5-mini
2026-04-25 12:03:53,gpt-5-mini,23,292,6.44e-06,0.000584,0.00059044,5.272009957989212,4.241025416995399,gpt-5-mini
2026-04-25 12:03:57,gpt-5-mini,23,199,6.44e-06,0.00039799999999999997,0.00040444,4.400158750009723,4.400158750009723,gpt-5-mini
2026-04-25 12:04:01,gpt-5-mini,23,211,6.44e-06,0.00042199999999999996,0.00042844,3.5114826249773614,2.711483874998521,gpt-5-mini
2026-04-25 12:04:06,gpt-5-mini,23,281,6.44e-06,0.000562,0.00056844,5.815366457973141,5.815366457973141,gpt-5-mini
2026-04-25 12:04:11,gpt-5-mini,23,283,6.44e-06,0.000566,0.00057244,4.6529841250157915,3.672880750033073,gpt-5-mini
2026-04-25 12:04:18,gpt-5-mini,23,280,6.44e-06,0.00056,0.00056644,6.5184251660248265,6.5184251660248265,gpt-5-mini
2026-04-25 12:04:26,gpt-5-mini,23,273,6.44e-06,0.0005459999999999999,0.00055244,8.865589583001565,5.346214541001245,gpt-5-mini
2026-04-25 12:04:31,gpt-5-mini,23,267,6.44e-06,0.000534,0.00054044,4.840937000000849,4.840937000000849,gpt-5-mini
2026-04-25 12:04:37,gpt-5-mini,23,339,6.44e-06,0.000678,0.00068444,5.410403624991886,4.608103834034409,gpt-5-mini
2026-04-25 12:04:43,gpt-5-mini,23,262,6.44e-06,0.0005239999999999999,0.00053044,6.193373584013898,6.193373584013898,gpt-5-mini
2026-04-25 12:04:47,gpt-5-mini,23,271,6.44e-06,0.000542,0.00054844,4.421582292008679,3.4613153749960475,gpt-5-mini
2026-04-25 12:04:54,gpt-5-mini,23,289,6.44e-06,0.000578,0.00058444,6.464220458001364,6.464220458001364,gpt-5-mini
2026-04-25 12:04:58,gpt-5-mini,23,273,6.44e-06,0.0005459999999999999,0.00055244,4.502553624974098,3.583447667013388,gpt-5-mini
2026-04-25 12:05:04,gpt-5-mini,23,328,6.44e-06,0.000656,0.00066244,6.097522541007493,6.097522541007493,gpt-5-mini
2026-04-25 12:05:09,gpt-5-mini,23,209,6.44e-06,0.00041799999999999997,0.00042444,5.093168208026327,3.7268883750075474,gpt-5-mini
2026-04-25 12:05:14,gpt-5-mini,23,216,6.44e-06,0.000432,0.00043844,4.6737710410379805,4.6737710410379805,gpt-5-mini
2026-04-25 12:05:17,gpt-5-mini,23,201,6.44e-06,0.00040199999999999996,0.00040844,3.359008040977642,2.6514469999819994,gpt-5-mini
2026-04-25 12:05:24,gpt-5-mini,23,218,6.44e-06,0.00043599999999999997,0.00044244,6.205584832991008,6.205584832991008,gpt-5-mini
2026-04-25 12:05:29,gpt-5-mini,23,342,6.44e-06,0.0006839999999999999,0.00069044,4.967762999993283,4.087119083036669,gpt-5-mini
2026-04-25 12:05:34,gpt-5-mini,23,212,6.44e-06,0.000424,0.00043044000000000003,5.2744763340451755,5.2744763340451755,gpt-5-mini
2026-04-25 12:05:38,gpt-5-mini,23,209,6.44e-06,0.00041799999999999997,0.00042444,4.20865133299958,3.3334549580467865,gpt-5-mini
2026-04-25 12:05:43,gpt-5-mini,23,212,6.44e-06,0.000424,0.00043044000000000003,5.108498124987818,5.108498124987818,gpt-5-mini
2026-04-25 12:05:47,gpt-5-mini,23,216,6.44e-06,0.000432,0.00043844,4.1266622910043225,3.1330718750250526,gpt-5-mini
2026-04-25 12:05:52,gpt-5-mini,23,210,6.44e-06,0.00041999999999999996,0.00042644,4.720215749985073,4.720215749985073,gpt-5-mini
2026-04-25 12:05:56,gpt-5-mini,23,209,6.44e-06,0.00041799999999999997,0.00042444,3.873404915968422,2.9311744999722578,gpt-5-mini
2026-04-25 12:06:00,gpt-5-mini,23,199,6.44e-06,0.00039799999999999997,0.00040444,4.455022084002849,4.455022084002849,gpt-5-mini
2026-04-25 12:06:05,gpt-5-mini,23,203,6.44e-06,0.000406,0.00041244000000000003,4.120956250000745,2.9764412500080653,gpt-5-mini
2026-04-25 12:06:10,gpt-5-mini,23,216,6.44e-06,0.000432,0.00043844,5.059276125044562,5.059276125044562,gpt-5-mini
2026-04-25 12:06:14,gpt-5-mini,23,278,6.44e-06,0.000556,0.00056244,4.177257709030528,3.335225625021849,gpt-5-mini
2026-04-25 12:06:20,gpt-5-mini,23,267,6.44e-06,0.000534,0.00054044,6.246762124996167,6.246762124996167,gpt-5-mini
2026-04-25 12:06:25,gpt-5-mini,23,268,6.44e-06,0.000536,0.00054244,5.196736624988262,4.316361999954097,gpt-5-mini
2026-04-25 12:06:29,gpt-5-mini,23,148,6.44e-06,0.000296,0.00030244,4.067507667001337,4.067507667001337,gpt-5-mini
2026-04-25 12:06:34,gpt-5-mini,23,218,6.44e-06,0.00043599999999999997,0.00044244,4.276465333998203,3.1709417089587077,gpt-5-mini
2026-04-25 12:06:39,gpt-5-mini,23,216,6.44e-06,0.000432,0.00043844,5.515263249981217,5.515263249981217,gpt-5-mini
2026-04-25 12:06:43,gpt-5-mini,23,144,6.44e-06,0.000288,0.00029444000000000003,4.084761875041295,2.3897135000443086,gpt-5-mini
2026-04-25 12:06:48,gpt-5-mini,23,209,6.44e-06,0.00041799999999999997,0.00042444,4.811401166021824,4.811401166021824,gpt-5-mini
2026-04-25 12:06:53,gpt-5-mini,23,286,6.44e-06,0.000572,0.00057844,4.920239208033308,3.6674650000059046,gpt-5-mini
2026-04-25 12:06:59,gpt-5-mini,23,267,6.44e-06,0.000534,0.00054044,6.289515791984741,6.289515791984741,gpt-5-mini
2026-04-25 12:07:03,gpt-5-mini,23,210,6.44e-06,0.00041999999999999996,0.00042644,3.57880474999547,2.5023249170044437,gpt-5-mini
